BIP39 dice table -- throw 5d6, read left to right    page 1 of 45
1632 of 7776 throws say (reroll)  this page: 1-1-1-1-1 .. 1-1-5-5-6

1-1-1-1-1  abandon     1-1-2-4-5  also        1-1-4-2-3  attend
4-1-4-6-1  warrior     4-1-6-3-5  write       4-2-2-1-3  alarm
4-1-4-6-2  wash        4-1-6-3-6  wrong       4-2-2-1-4  album
4-1-4-6-3  wasp        4-1-6-4-1  yard        4-2-2-1-5  alcohol
4-1-4-6-4  waste       4-1-6-4-2  year        4-2-2-1-6  alert
4-1-4-6-5  water       4-1-6-4-3  yellow      4-2-2-2-1  alien
4-1-4-6-6  wave        4-1-6-4-4  you         4-2-2-2-2  all
4-1-5-1-1  way         4-1-6-4-5  young       4-2-2-2-3  alley
4-1-5-1-2  wealth      4-1-6-4-6  youth       4-2-2-2-4  allow
4-1-5-1-3  weapon      4-1-6-5-1  zebra       4-2-2-2-5  almost
4-1-5-1-4  wear        4-1-6-5-2  zero        4-2-2-2-6  alone
4-1-5-1-5  weasel      4-1-6-5-3  zone        4-2-2-3-1  alpha
4-1-5-1-6  weather     4-1-6-5-4  zoo         4-2-2-3-2  already
4-1-5-2-1  web         4-1-6-5-5  abandon     4-2-2-3-3  also
4-1-5-2-2  wedding     4-1-6-5-6  ability     4-2-2-3-4  alter
4-1-5-2-3  weekend     4-1-6-6-1  able        4-2-2-3-5  always
4-1-5-2-4  weird       4-1-6-6-2  about       4-2-2-3-6  amateur
4-1-5-2-5  welcome     4-1-6-6-3  above       4-2-2-4-1  amazing
4-1-5-2-6  west        4-1-6-6-4  absent      4-2-2-4-2  among
4-1-5-3-1  wet         4-1-6-6-5  absorb      4-2-2-4-3  amount
4-1-5-3-2  whale       4-1-6-6-6  abstract    4-2-2-4-4  amused
4-1-5-3-3  what        4-2-1-1-1  absurd      4-2-2-4-5  analyst
4-1-5-3-4  wheat       4-2-1-1-2  abuse       4-2-2-4-6  anchor
4-1-5-3-5  wheel       4-2-1-1-3  access      4-2-2-5-1  ancient
4-1-5-3-6  when        4-2-1-1-4  accident    4-2-2-5-2  anger
4-1-5-4-1  where       4-2-1-1-5  account     4-2-2-5-3  angle
4-1-5-4-2  whip        4-2-1-1-6  accuse      4-2-2-5-4  angry
4-1-5-4-3  whisper     4-2-1-2-1  achieve     4-2-2-5-5  animal
4-1-5-4-4  wide        4-2-1-2-2  acid        4-2-2-5-6  ankle
4-1-5-4-5  width       4-2-1-2-3  acoustic    4-2-2-6-1  announce
4-1-5-4-6  wife        4-2-1-2-4  acquire     4-2-2-6-2  annual
4-1-5-5-1  wild        4-2-1-2-5  across      4-2-2-6-3  another
4-1-5-5-2  will        4-2-1-2-6  act         4-2-2-6-4  answer
4-1-5-5-3  win         4-2-1-3-1  action      4-2-2-6-5  antenna
4-1-5-5-4  window      4-2-1-3-2  actor       4-2-2-6-6  antique

BIP39 dice table -- throw 5d6, read left to right   page 25 of 45
1632 of 7776 throws say (reroll)  this page: 4-2-3-1-1 .. 4-3-1-5-6

4-2-3-1-1  anxiety     4-2-4-4-5  bacon       4-2-6-2-3  blush
4-2-3-1-2  any         4-2-4-4-6  badge       4-2-6-2-4  board
4-2-3-1-3  apart       4-2-4-5-1  bag         4-2-6-2-5  boat
4-2-3-1-4  apology     4-2-4-5-2  balance     4-2-6-2-6  body
4-2-3-1-5  appear      4-2-4-5-3  balcony     4-2-6-3-1  boil
4-2-3-1-6  apple       4-2-4-5-4  ball        4-2-6-3-2  bomb
4-2-3-2-1  approve     4-2-4-5-5  bamboo      4-2-6-3-3  bone
4-2-3-2-2  april       4-2-4-5-6  banana      4-2-6-3-4  bonus
4-2-3-2-3  arch        4-2-4-6-1  banner      4-2-6-3-5  book
4-2-3-2-4  arctic      4-2-4-6-2  bar         4-2-6-3-6  boost
4-2-3-2-5  area        4-2-4-6-3  barely      4-2-6-4-1  border
4-2-3-2-6  arena       4-2-4-6-4  bargain     4-2-6-4-2  boring
4-2-3-3-1  argue       4-2-4-6-5  barrel      4-2-6-4-3  borrow
4-2-3-3-2  arm         4-2-4-6-6  base        4-2-6-4-4  boss
4-2-3-3-3  armed       4-2-5-1-1  basic       4-2-6-4-5  bottom
4-2-3-3-4  armor       4-2-5-1-2  basket      4-2-6-4-6  bounce
4-2-3-3-5  army        4-2-5-1-3  battle      4-2-6-5-1  box
4-2-3-3-6  around      4-2-5-1-4  beach       4-2-6-5-2  boy
4-2-3-4-1  arrange     4-2-5-1-5  bean        4-2-6-5-3  bracket
4-2-3-4-2  arrest      4-2-5-1-6  beauty      4-2-6-5-4  brain
4-2-3-4-3  arrive      4-2-5-2-1  because     4-2-6-5-5  brand
4-2-3-4-4  arrow       4-2-5-2-2  become      4-2-6-5-6  brass
4-2-3-4-5  art         4-2-5-2-3  beef        4-2-6-6-1  brave
4-2-3-4-6  artefact    4-2-5-2-4  before      4-2-6-6-2  bread
4-2-3-5-1  artist      4-2-5-2-5  begin       4-2-6-6-3  breeze
4-2-3-5-2  artwork     4-2-5-2-6  behave      4-2-6-6-4  brick
4-2-3-5-3  ask         4-2-5-3-1  behind      4-2-6-6-5  bridge
4-2-3-5-4  aspect      4-2-5-3-2  believe     4-2-6-6-6  brief
4-2-3-5-5  assault     4-2-5-3-3  below       4-3-1-1-1  bright
4-2-3-5-6  asset       4-2-5-3-4  belt        4-3-1-1-2  bring
4-2-3-6-1  assist      4-2-5-3-5  bench       4-3-1-1-3  brisk
4-2-3-6-2  assume      4-2-5-3-6  benefit     4-3-1-1-4  broccoli
4-2-3-6-3  asthma      4-2-5-4-1  best        4-3-1-1-5  broken
4-2-3-6-4  athlete     4-2-5-4-2  betray      4-3-1-1-6  bronze
4-2-3-6-5  atom        4-2-5-4-3  better      4-3-1-2-1  broom
4-2-3-6-6  attack      4-2-5-4-4  between     4-3-1-2-2  brother
4-2-4-1-1  attend      4-2-5-4-5  beyond      4-3-1-2-3  brown
4-2-4-1-2  attitude    4-2-5-4-6  bicycle     4-3-1-2-4  brush
4-2-4-1-3  attract     4-2-5-5-1  bid         4-3-1-2-5  bubble
4-2-4-1-4  auction     4-2-5-5-2  bike        4-3-1-2-6  buddy
4-2-4-1-5  audit       4-2-5-5-3  bind        4-3-1-3-1  budget
4-2-4-1-6  august      4-2-5-5-4  biology     4-3-1-3-2  buffalo
4-2-4-2-1  aunt        4-2-5-5-5  bird        4-3-1-3-3  build
4-2-4-2-2  author      4-2-5-5-6  birth       4-3-1-3-4  bulb
4-2-4-2-3  auto        4-2-5-6-1  bitter      4-3-1-3-5  bulk
4-2-4-2-4  autumn      4-2-5-6-2  black       4-3-1-3-6  bullet
4-2-4-2-5  average     4-2-5-6-3  blade       4-3-1-4-1  bundle
4-2-4-2-6  avocado     4-2-5-6-4  blame       4-3-1-4-2  bunker
4-2-4-3-1  avoid       4-2-5-6-5  blanket     4-3-1-4-3  burden
4-2-4-3-2  awake       4-2-5-6-6  blast       4-3-1-4-4  burger
4-2-4-3-3  aware       4-2-6-1-1  bleak       4-3-1-4-5  burst
4-2-4-3-4  away        4-2-6-1-2  bless       4-3-1-4-6  bus
4-2-4-3-5  awesome     4-2-6-1-3  blind       4-3-1-5-1  business
4-2-4-3-6  awful       4-2-6-1-4  blood       4-3-1-5-2  busy
4-2-4-4-1  awkward     4-2-6-1-5  blossom     4-3-1-5-3  butter
4-2-4-4-2  axis        4-2-6-1-6  blouse      4-3-1-5-4  buyer
4-2-4-4-3  baby        4-2-6-2-1  blue        4-3-1-5-5  buzz
4-2-4-4-4  bachelor    4-2-6-2-2  blur        4-3-1-5-6  cabbage

BIP39 dice table -- throw 5d6, read left to right   page 26 of 45
1632 of 7776 throws say (reroll)  this page: 4-3-1-6-1 .. 4-3-6-4-6

4-3-1-6-1  cabin       4-3-3-3-5  check       4-3-5-1-3  comic
4-3-1-6-2  cable       4-3-3-3-6  cheese      4-3-5-1-4  common
4-3-1-6-3  cactus      4-3-3-4-1  chef        4-3-5-1-5  company
4-3-1-6-4  cage        4-3-3-4-2  cherry      4-3-5-1-6  concert
4-3-1-6-5  cake        4-3-3-4-3  chest       4-3-5-2-1  conduct
4-3-1-6-6  call        4-3-3-4-4  chicken     4-3-5-2-2  confirm
4-3-2-1-1  calm        4-3-3-4-5  chief       4-3-5-2-3  congress
4-3-2-1-2  camera      4-3-3-4-6  child       4-3-5-2-4  connect
4-3-2-1-3  camp        4-3-3-5-1  chimney     4-3-5-2-5  consider
4-3-2-1-4  can         4-3-3-5-2  choice      4-3-5-2-6  control
4-3-2-1-5  canal       4-3-3-5-3  choose      4-3-5-3-1  convince
4-3-2-1-6  cancel      4-3-3-5-4  chronic     4-3-5-3-2  cook
4-3-2-2-1  candy       4-3-3-5-5  chuckle     4-3-5-3-3  cool
4-3-2-2-2  cannon      4-3-3-5-6  chunk       4-3-5-3-4  copper
4-3-2-2-3  canoe       4-3-3-6-1  churn       4-3-5-3-5  copy
4-3-2-2-4  canvas      4-3-3-6-2  cigar       4-3-5-3-6  coral
4-3-2-2-5  canyon      4-3-3-6-3  cinnamon    4-3-5-4-1  core
4-3-2-2-6  capable     4-3-3-6-4  circle      4-3-5-4-2  corn
4-3-2-3-1  capital     4-3-3-6-5  citizen     4-3-5-4-3  correct
4-3-2-3-2  captain     4-3-3-6-6  city        4-3-5-4-4  cost
4-3-2-3-3  car         4-3-4-1-1  civil       4-3-5-4-5  cotton
4-3-2-3-4  carbon      4-3-4-1-2  claim       4-3-5-4-6  couch
4-3-2-3-5  card        4-3-4-1-3  clap        4-3-5-5-1  country
4-3-2-3-6  cargo       4-3-4-1-4  clarify     4-3-5-5-2  couple
4-3-2-4-1  carpet      4-3-4-1-5  claw        4-3-5-5-3  course
4-3-2-4-2  carry       4-3-4-1-6  clay        4-3-5-5-4  cousin
4-3-2-4-3  cart        4-3-4-2-1  clean       4-3-5-5-5  cover
4-3-2-4-4  case        4-3-4-2-2  clerk       4-3-5-5-6  coyote
4-3-2-4-5  cash        4-3-4-2-3  clever      4-3-5-6-1  crack
4-3-2-4-6  casino      4-3-4-2-4  click       4-3-5-6-2  cradle
4-3-2-5-1  castle      4-3-4-2-5  client      4-3-5-6-3  craft
4-3-2-5-2  casual      4-3-4-2-6  cliff       4-3-5-6-4  cram
4-3-2-5-3  cat         4-3-4-3-1  climb       4-3-5-6-5  crane
4-3-2-5-4  catalog     4-3-4-3-2  clinic      4-3-5-6-6  crash
4-3-2-5-5  catch       4-3-4-3-3  clip        4-3-6-1-1  crater
4-3-2-5-6  category    4-3-4-3-4  clock       4-3-6-1-2  crawl
4-3-2-6-1  cattle      4-3-4-3-5  clog        4-3-6-1-3  crazy
4-3-2-6-2  caught      4-3-4-3-6  close       4-3-6-1-4  cream
4-3-2-6-3  cause       4-3-4-4-1  cloth       4-3-6-1-5  credit
4-3-2-6-4  caution     4-3-4-4-2  cloud       4-3-6-1-6  creek
4-3-2-6-5  cave        4-3-4-4-3  clown       4-3-6-2-1  crew
4-3-2-6-6  ceiling     4-3-4-4-4  club        4-3-6-2-2  cricket
4-3-3-1-1  celery      4-3-4-4-5  clump       4-3-6-2-3  crime
4-3-3-1-2  cement      4-3-4-4-6  cluster     4-3-6-2-4  crisp
4-3-3-1-3  census      4-3-4-5-1  clutch      4-3-6-2-5  critic
4-3-3-1-4  century     4-3-4-5-2  coach       4-3-6-2-6  crop
4-3-3-1-5  cereal      4-3-4-5-3  coast       4-3-6-3-1  cross
4-3-3-1-6  certain     4-3-4-5-4  coconut     4-3-6-3-2  crouch
4-3-3-2-1  chair       4-3-4-5-5  code        4-3-6-3-3  crowd
4-3-3-2-2  chalk       4-3-4-5-6  coffee      4-3-6-3-4  crucial
4-3-3-2-3  champion    4-3-4-6-1  coil        4-3-6-3-5  cruel
4-3-3-2-4  change      4-3-4-6-2  coin        4-3-6-3-6  cruise
4-3-3-2-5  chaos       4-3-4-6-3  collect     4-3-6-4-1  crumble
4-3-3-2-6  chapter     4-3-4-6-4  color       4-3-6-4-2  crunch
4-3-3-3-1  charge      4-3-4-6-5  column      4-3-6-4-3  crush
4-3-3-3-2  chase       4-3-4-6-6  combine     4-3-6-4-4  cry
4-3-3-3-3  chat        4-3-5-1-1  come        4-3-6-4-5  crystal
4-3-3-3-4  cheap       4-3-5-1-2  comfort     4-3-6-4-6  cube

BIP39 dice table -- throw 5d6, read left to right   page 27 of 45
1632 of 7776 throws say (reroll)  this page: 4-3-6-5-1 .. 4-4-5-3-6

4-3-6-5-1  culture     4-4-2-2-5  devote      4-4-3-6-3  dune
4-3-6-5-2  cup         4-4-2-2-6  diagram     4-4-3-6-4  during
4-3-6-5-3  cupboard    4-4-2-3-1  dial        4-4-3-6-5  dust
4-3-6-5-4  curious     4-4-2-3-2  diamond     4-4-3-6-6  dutch
4-3-6-5-5  current     4-4-2-3-3  diary       4-4-4-1-1  duty
4-3-6-5-6  curtain     4-4-2-3-4  dice        4-4-4-1-2  dwarf
4-3-6-6-1  curve       4-4-2-3-5  diesel      4-4-4-1-3  dynamic
4-3-6-6-2  cushion     4-4-2-3-6  diet        4-4-4-1-4  eager
4-3-6-6-3  custom      4-4-2-4-1  differ      4-4-4-1-5  eagle
4-3-6-6-4  cute        4-4-2-4-2  digital     4-4-4-1-6  early
4-3-6-6-5  cycle       4-4-2-4-3  dignity     4-4-4-2-1  earn
4-3-6-6-6  dad         4-4-2-4-4  dilemma     4-4-4-2-2  earth
4-4-1-1-1  damage      4-4-2-4-5  dinner      4-4-4-2-3  easily
4-4-1-1-2  damp        4-4-2-4-6  dinosaur    4-4-4-2-4  east
4-4-1-1-3  dance       4-4-2-5-1  direct      4-4-4-2-5  easy
4-4-1-1-4  danger      4-4-2-5-2  dirt        4-4-4-2-6  echo
4-4-1-1-5  daring      4-4-2-5-3  disagree    4-4-4-3-1  ecology
4-4-1-1-6  dash        4-4-2-5-4  discover    4-4-4-3-2  economy
4-4-1-2-1  daughter    4-4-2-5-5  disease     4-4-4-3-3  edge
4-4-1-2-2  dawn        4-4-2-5-6  dish        4-4-4-3-4  edit
4-4-1-2-3  day         4-4-2-6-1  dismiss     4-4-4-3-5  educate
4-4-1-2-4  deal        4-4-2-6-2  disorder    4-4-4-3-6  effort
4-4-1-2-5  debate      4-4-2-6-3  display     4-4-4-4-1  egg
4-4-1-2-6  debris      4-4-2-6-4  distance    4-4-4-4-2  eight
4-4-1-3-1  decade      4-4-2-6-5  divert      4-4-4-4-3  either
4-4-1-3-2  december    4-4-2-6-6  divide      4-4-4-4-4  elbow
4-4-1-3-3  decide      4-4-3-1-1  divorce     4-4-4-4-5  elder
4-4-1-3-4  decline     4-4-3-1-2  dizzy       4-4-4-4-6  electric
4-4-1-3-5  decorate    4-4-3-1-3  doctor      4-4-4-5-1  elegant
4-4-1-3-6  decrease    4-4-3-1-4  document    4-4-4-5-2  element
4-4-1-4-1  deer        4-4-3-1-5  dog         4-4-4-5-3  elephant
4-4-1-4-2  defense     4-4-3-1-6  doll        4-4-4-5-4  elevator
4-4-1-4-3  define      4-4-3-2-1  dolphin     4-4-4-5-5  elite
4-4-1-4-4  defy        4-4-3-2-2  domain      4-4-4-5-6  else
4-4-1-4-5  degree      4-4-3-2-3  donate      4-4-4-6-1  embark
4-4-1-4-6  delay       4-4-3-2-4  donkey      4-4-4-6-2  embody
4-4-1-5-1  deliver     4-4-3-2-5  donor       4-4-4-6-3  embrace
4-4-1-5-2  demand      4-4-3-2-6  door        4-4-4-6-4  emerge
4-4-1-5-3  demise      4-4-3-3-1  dose        4-4-4-6-5  emotion
4-4-1-5-4  denial      4-4-3-3-2  double      4-4-4-6-6  employ
4-4-1-5-5  dentist     4-4-3-3-3  dove        4-4-5-1-1  empower
4-4-1-5-6  deny        4-4-3-3-4  draft       4-4-5-1-2  empty
4-4-1-6-1  depart      4-4-3-3-5  dragon      4-4-5-1-3  enable
4-4-1-6-2  depend      4-4-3-3-6  drama       4-4-5-1-4  enact
4-4-1-6-3  deposit     4-4-3-4-1  drastic     4-4-5-1-5  end
4-4-1-6-4  depth       4-4-3-4-2  draw        4-4-5-1-6  endless
4-4-1-6-5  deputy      4-4-3-4-3  dream       4-4-5-2-1  endorse
4-4-1-6-6  derive      4-4-3-4-4  dress       4-4-5-2-2  enemy
4-4-2-1-1  describe    4-4-3-4-5  drift       4-4-5-2-3  energy
4-4-2-1-2  desert      4-4-3-4-6  drill       4-4-5-2-4  enforce
4-4-2-1-3  design      4-4-3-5-1  drink       4-4-5-2-5  engage
4-4-2-1-4  desk        4-4-3-5-2  drip        4-4-5-2-6  engine
4-4-2-1-5  despair     4-4-3-5-3  drive       4-4-5-3-1  enhance
4-4-2-1-6  destroy     4-4-3-5-4  drop        4-4-5-3-2  enjoy
4-4-2-2-1  detail      4-4-3-5-5  drum        4-4-5-3-3  enlist
4-4-2-2-2  detect      4-4-3-5-6  dry         4-4-5-3-4  enough
4-4-2-2-3  develop     4-4-3-6-1  duck        4-4-5-3-5  enrich
4-4-2-2-4  device      4-4-3-6-2  dumb        4-4-5-3-6  enroll

BIP39 dice table -- throw 5d6, read left to right   page 28 of 45
1632 of 7776 throws say (reroll)  this page: 4-4-5-4-1 .. 4-5-4-2-6

4-4-5-4-1  ensure      4-5-1-1-5  family      4-5-2-5-3  flush
4-4-5-4-2  enter       4-5-1-1-6  famous      4-5-2-5-4  fly
4-4-5-4-3  entire      4-5-1-2-1  fan         4-5-2-5-5  foam
4-4-5-4-4  entry       4-5-1-2-2  fancy       4-5-2-5-6  focus
4-4-5-4-5  envelope    4-5-1-2-3  fantasy     4-5-2-6-1  fog
4-4-5-4-6  episode     4-5-1-2-4  farm        4-5-2-6-2  foil
4-4-5-5-1  equal       4-5-1-2-5  fashion     4-5-2-6-3  fold
4-4-5-5-2  equip       4-5-1-2-6  fat         4-5-2-6-4  follow
4-4-5-5-3  era         4-5-1-3-1  fatal       4-5-2-6-5  food
4-4-5-5-4  erase       4-5-1-3-2  father      4-5-2-6-6  foot
4-4-5-5-5  erode       4-5-1-3-3  fatigue     4-5-3-1-1  force
4-4-5-5-6  erosion     4-5-1-3-4  fault       4-5-3-1-2  forest
4-4-5-6-1  error       4-5-1-3-5  favorite    4-5-3-1-3  forget
4-4-5-6-2  erupt       4-5-1-3-6  feature     4-5-3-1-4  fork
4-4-5-6-3  escape      4-5-1-4-1  february    4-5-3-1-5  fortune
4-4-5-6-4  essay       4-5-1-4-2  federal     4-5-3-1-6  forum
4-4-5-6-5  essence     4-5-1-4-3  fee         4-5-3-2-1  forward
4-4-5-6-6  estate      4-5-1-4-4  feed        4-5-3-2-2  fossil
4-4-6-1-1  eternal     4-5-1-4-5  feel        4-5-3-2-3  foster
4-4-6-1-2  ethics      4-5-1-4-6  female      4-5-3-2-4  found
4-4-6-1-3  evidence    4-5-1-5-1  fence       4-5-3-2-5  fox
4-4-6-1-4  evil        4-5-1-5-2  festival    4-5-3-2-6  fragile
4-4-6-1-5  evoke       4-5-1-5-3  fetch       4-5-3-3-1  frame
4-4-6-1-6  evolve      4-5-1-5-4  fever       4-5-3-3-2  frequent
4-4-6-2-1  exact       4-5-1-5-5  few         4-5-3-3-3  fresh
4-4-6-2-2  example     4-5-1-5-6  fiber       4-5-3-3-4  friend
4-4-6-2-3  excess      4-5-1-6-1  fiction     4-5-3-3-5  fringe
4-4-6-2-4  exchange    4-5-1-6-2  field       4-5-3-3-6  frog
4-4-6-2-5  excite      4-5-1-6-3  figure      4-5-3-4-1  front
4-4-6-2-6  exclude     4-5-1-6-4  file        4-5-3-4-2  frost
4-4-6-3-1  excuse      4-5-1-6-5  film        4-5-3-4-3  frown
4-4-6-3-2  execute     4-5-1-6-6  filter      4-5-3-4-4  frozen
4-4-6-3-3  exercise    4-5-2-1-1  final       4-5-3-4-5  fruit
4-4-6-3-4  exhaust     4-5-2-1-2  find        4-5-3-4-6  fuel
4-4-6-3-5  exhibit     4-5-2-1-3  fine        4-5-3-5-1  fun
4-4-6-3-6  exile       4-5-2-1-4  finger      4-5-3-5-2  funny
4-4-6-4-1  exist       4-5-2-1-5  finish      4-5-3-5-3  furnace
4-4-6-4-2  exit        4-5-2-1-6  fire        4-5-3-5-4  fury
4-4-6-4-3  exotic      4-5-2-2-1  firm        4-5-3-5-5  future
4-4-6-4-4  expand      4-5-2-2-2  first       4-5-3-5-6  gadget
4-4-6-4-5  expect      4-5-2-2-3  fiscal      4-5-3-6-1  gain
4-4-6-4-6  expire      4-5-2-2-4  fish        4-5-3-6-2  galaxy
4-4-6-5-1  explain     4-5-2-2-5  fit         4-5-3-6-3  gallery
4-4-6-5-2  expose      4-5-2-2-6  fitness     4-5-3-6-4  game
4-4-6-5-3  express     4-5-2-3-1  fix         4-5-3-6-5  gap
4-4-6-5-4  extend      4-5-2-3-2  flag        4-5-3-6-6  garage
4-4-6-5-5  extra       4-5-2-3-3  flame       4-5-4-1-1  garbage
4-4-6-5-6  eye         4-5-2-3-4  flash       4-5-4-1-2  garden
4-4-6-6-1  eyebrow     4-5-2-3-5  flat        4-5-4-1-3  garlic
4-4-6-6-2  fabric      4-5-2-3-6  flavor      4-5-4-1-4  garment
4-4-6-6-3  face        4-5-2-4-1  flee        4-5-4-1-5  gas
4-4-6-6-4  faculty     4-5-2-4-2  flight      4-5-4-1-6  gasp
4-4-6-6-5  fade        4-5-2-4-3  flip        4-5-4-2-1  gate
4-4-6-6-6  faint       4-5-2-4-4  float       4-5-4-2-2  gather
4-5-1-1-1  faith       4-5-2-4-5  flock       4-5-4-2-3  gauge
4-5-1-1-2  fall        4-5-2-4-6  floor       4-5-4-2-4  gaze
4-5-1-1-3  false       4-5-2-5-1  flower      4-5-4-2-5  general
4-5-1-1-4  fame        4-5-2-5-2  fluid       4-5-4-2-6  genius

BIP39 dice table -- throw 5d6, read left to right   page 29 of 45
1632 of 7776 throws say (reroll)  this page: 4-5-4-3-1 .. 4-6-3-1-6

4-5-4-3-1  genre       4-5-5-6-5  hair        4-6-1-4-3  hurdle
4-5-4-3-2  gentle      4-5-5-6-6  half        4-6-1-4-4  hurry
4-5-4-3-3  genuine     4-5-6-1-1  hammer      4-6-1-4-5  hurt
4-5-4-3-4  gesture     4-5-6-1-2  hamster     4-6-1-4-6  husband
4-5-4-3-5  ghost       4-5-6-1-3  hand        4-6-1-5-1  hybrid
4-5-4-3-6  giant       4-5-6-1-4  happy       4-6-1-5-2  ice
4-5-4-4-1  gift        4-5-6-1-5  harbor      4-6-1-5-3  icon
4-5-4-4-2  giggle      4-5-6-1-6  hard        4-6-1-5-4  idea
4-5-4-4-3  ginger      4-5-6-2-1  harsh       4-6-1-5-5  identify
4-5-4-4-4  giraffe     4-5-6-2-2  harvest     4-6-1-5-6  idle
4-5-4-4-5  girl        4-5-6-2-3  hat         4-6-1-6-1  ignore
4-5-4-4-6  give        4-5-6-2-4  have        4-6-1-6-2  ill
4-5-4-5-1  glad        4-5-6-2-5  hawk        4-6-1-6-3  illegal
4-5-4-5-2  glance      4-5-6-2-6  hazard      4-6-1-6-4  illness
4-5-4-5-3  glare       4-5-6-3-1  head        4-6-1-6-5  image
4-5-4-5-4  glass       4-5-6-3-2  health      4-6-1-6-6  imitate
4-5-4-5-5  glide       4-5-6-3-3  heart       4-6-2-1-1  immense
4-5-4-5-6  glimpse     4-5-6-3-4  heavy       4-6-2-1-2  immune
4-5-4-6-1  globe       4-5-6-3-5  hedgehog    4-6-2-1-3  impact
4-5-4-6-2  gloom       4-5-6-3-6  height      4-6-2-1-4  impose
4-5-4-6-3  glory       4-5-6-4-1  hello       4-6-2-1-5  improve
4-5-4-6-4  glove       4-5-6-4-2  helmet      4-6-2-1-6  impulse
4-5-4-6-5  glow        4-5-6-4-3  help        4-6-2-2-1  inch
4-5-4-6-6  glue        4-5-6-4-4  hen         4-6-2-2-2  include
4-5-5-1-1  goat        4-5-6-4-5  hero        4-6-2-2-3  income
4-5-5-1-2  goddess     4-5-6-4-6  hidden      4-6-2-2-4  increase
4-5-5-1-3  gold        4-5-6-5-1  high        4-6-2-2-5  index
4-5-5-1-4  good        4-5-6-5-2  hill        4-6-2-2-6  indicate
4-5-5-1-5  goose       4-5-6-5-3  hint        4-6-2-3-1  indoor
4-5-5-1-6  gorilla     4-5-6-5-4  hip         4-6-2-3-2  industry
4-5-5-2-1  gospel      4-5-6-5-5  hire        4-6-2-3-3  infant
4-5-5-2-2  gossip      4-5-6-5-6  history     4-6-2-3-4  inflict
4-5-5-2-3  govern      4-5-6-6-1  hobby       4-6-2-3-5  inform
4-5-5-2-4  gown        4-5-6-6-2  hockey      4-6-2-3-6  inhale
4-5-5-2-5  grab        4-5-6-6-3  hold        4-6-2-4-1  inherit
4-5-5-2-6  grace       4-5-6-6-4  hole        4-6-2-4-2  initial
4-5-5-3-1  grain       4-5-6-6-5  holiday     4-6-2-4-3  inject
4-5-5-3-2  grant       4-5-6-6-6  hollow      4-6-2-4-4  injury
4-5-5-3-3  grape       4-6-1-1-1  home        4-6-2-4-5  inmate
4-5-5-3-4  grass       4-6-1-1-2  honey       4-6-2-4-6  inner
4-5-5-3-5  gravity     4-6-1-1-3  hood        4-6-2-5-1  innocent
4-5-5-3-6  great       4-6-1-1-4  hope        4-6-2-5-2  input
4-5-5-4-1  green       4-6-1-1-5  horn        4-6-2-5-3  inquiry
4-5-5-4-2  grid        4-6-1-1-6  horror      4-6-2-5-4  insane
4-5-5-4-3  grief       4-6-1-2-1  horse       4-6-2-5-5  insect
4-5-5-4-4  grit        4-6-1-2-2  hospital    4-6-2-5-6  inside
4-5-5-4-5  grocery     4-6-1-2-3  host        4-6-2-6-1  inspire
4-5-5-4-6  group       4-6-1-2-4  hotel       4-6-2-6-2  install
4-5-5-5-1  grow        4-6-1-2-5  hour        4-6-2-6-3  intact
4-5-5-5-2  grunt       4-6-1-2-6  hover       4-6-2-6-4  interest
4-5-5-5-3  guard       4-6-1-3-1  hub         4-6-2-6-5  into
4-5-5-5-4  guess       4-6-1-3-2  huge        4-6-2-6-6  invest
4-5-5-5-5  guide       4-6-1-3-3  human       4-6-3-1-1  invite
4-5-5-5-6  guilt       4-6-1-3-4  humble      4-6-3-1-2  involve
4-5-5-6-1  guitar      4-6-1-3-5  humor       4-6-3-1-3  iron
4-5-5-6-2  gun         4-6-1-3-6  hundred     4-6-3-1-4  island
4-5-5-6-3  gym         4-6-1-4-1  hungry      4-6-3-1-5  isolate
4-5-5-6-4  habit       4-6-1-4-2  hunt        4-6-3-1-6  issue

BIP39 dice table -- throw 5d6, read left to right   page 30 of 45
1632 of 7776 throws say (reroll)  this page: 4-6-3-2-1 .. 5-1-1-6-6

4-6-3-2-1  item        4-6-4-5-5  lawn        4-6-6-3-3  luxury
4-6-3-2-2  ivory       4-6-4-5-6  lawsuit     4-6-6-3-4  lyrics
4-6-3-2-3  jacket      4-6-4-6-1  layer       4-6-6-3-5  machine
4-6-3-2-4  jaguar      4-6-4-6-2  lazy        4-6-6-3-6  mad
4-6-3-2-5  jar         4-6-4-6-3  leader      4-6-6-4-1  magic
4-6-3-2-6  jazz        4-6-4-6-4  leaf        4-6-6-4-2  magnet
4-6-3-3-1  jealous     4-6-4-6-5  learn       4-6-6-4-3  maid
4-6-3-3-2  jeans       4-6-4-6-6  leave       4-6-6-4-4  mail
4-6-3-3-3  jelly       4-6-5-1-1  lecture     4-6-6-4-5  main
4-6-3-3-4  jewel       4-6-5-1-2  left        4-6-6-4-6  major
4-6-3-3-5  job         4-6-5-1-3  leg         4-6-6-5-1  make
4-6-3-3-6  join        4-6-5-1-4  legal       4-6-6-5-2  mammal
4-6-3-4-1  joke        4-6-5-1-5  legend      4-6-6-5-3  man
4-6-3-4-2  journey     4-6-5-1-6  leisure     4-6-6-5-4  manage
